subject,subject_type,relation,object,object_type,idx,input
Shenzhen Crave Communication,COMP,Affiliated_With,Colmei Technology International,COMP,24,"January 22, 2018 / 2:16 PM / Updated 13 minutes ago BRIEF-Borqs Technologies Announces Investment In Shenzhen Crave Communication Reuters Staff Jan 22 (Reuters) - Borqs Technologies Inc: * BORQS TECHNOLOGIES ANNOUNCES INVESTMENT INTO A MAJOR EMS IN CHINA – SHENZHEN CRAVE COMMUNICATION * BORQS TECHNOLOGIES- SIGNING OF DEAL TO BUY 13.8% OF SHENZHEN CRAVE COMMUNICATION CO. LTD, AFFILIATED BUSINESS ENTITY, COLMEI TECHNOLOGY INTERNATIONAL * BORQS TECHNOLOGIES - DEAL FOR $13 MILLION ‍,CONSISTING OF $3 MILLION IN CO‘S ORDINARY SHARES TO BE ISSUED AT CLOSING AND $10 MILLION IN CASH TO BE PAID OVER 3 YEARS​ Source text for Eikon: Further company coverage: [/INST] \n"
ICF,COMP,BUY,The Future Customer,COMP,26,"FAIRFAX, Va., Jan. 2, 2018 /PRNewswire/ -- ICF (NASDAQ: ICFI), the global consulting and digital services provider, announced today that it has completed the acquisition of London-based The Future Customer Limited, a leading boutique loyalty strategy and marketing company. The acquisition extends ICF Olson's successful loyalty business to Europe.The Future Customer's leadership team includes the originators of Tesco Clubcard, one of the U.K.'s most successful retail loyalty program. Since its establishment in 2012, The Future Customer has developed international loyalty strategies in retail, media, mobile, energy and health. The company harnesses customer insight to grow brand affiliation and advocacy while improving marketing efficiency and profitability.Read more about the acquisition and ICF's customer loyalty products and services .About ICFICF (NASDAQ:ICFI) is a global consulting services company with over 5,000 specialized experts, but we are not your typical consultants. At ICF, business analysts and policy specialists work together with digital strategists, data scientists and creatives. We combine unmatched industry expertise with cutting-edge engagement capabilities to help organizations solve their most complex challenges. Since 1969, public and private sector clients have worked with ICF to navigate change and shape the future. Learn more at icf.com .Contact: Lauren Dyke, lauren.dyke@ICF.com , +1.571.373.5577View original content with multimedia: http://www.prnewswire.com/news-releases/icf-completes-acquisition-of-the-future-customer-300576514.htmlSOURCE ICF International [/INST] \n"
ICF,COMP,Impact,ICF Olson's Loyalty Business,PRODUCT,26,"FAIRFAX, Va., Jan. 2, 2018 /PRNewswire/ -- ICF (NASDAQ: ICFI), the global consulting and digital services provider, announced today that it has completed the acquisition of London-based The Future Customer Limited, a leading boutique loyalty strategy and marketing company. The acquisition extends ICF Olson's successful loyalty business to Europe.The Future Customer's leadership team includes the originators of Tesco Clubcard, one of the U.K.'s most successful retail loyalty program. Since its establishment in 2012, The Future Customer has developed international loyalty strategies in retail, media, mobile, energy and health. The company harnesses customer insight to grow brand affiliation and advocacy while improving marketing efficiency and profitability.Read more about the acquisition and ICF's customer loyalty products and services .About ICFICF (NASDAQ:ICFI) is a global consulting services company with over 5,000 specialized experts, but we are not your typical consultants. At ICF, business analysts and policy specialists work together with digital strategists, data scientists and creatives. We combine unmatched industry expertise with cutting-edge engagement capabilities to help organizations solve their most complex challenges. Since 1969, public and private sector clients have worked with ICF to navigate change and shape the future. Learn more at icf.com .Contact: Lauren Dyke, lauren.dyke@ICF.com , +1.571.373.5577View original content with multimedia: http://www.prnewswire.com/news-releases/icf-completes-acquisition-of-the-future-customer-300576514.htmlSOURCE ICF International [/INST] \n"
The Future Customer,COMP,Develop,Retail loyalty programs,CONCEPT,26,"FAIRFAX, Va., Jan. 2, 2018 /PRNewswire/ -- ICF (NASDAQ: ICFI), the global consulting and digital services provider, announced today that it has completed the acquisition of London-based The Future Customer Limited, a leading boutique loyalty strategy and marketing company. The acquisition extends ICF Olson's successful loyalty business to Europe.The Future Customer's leadership team includes the originators of Tesco Clubcard, one of the U.K.'s most successful retail loyalty program. Since its establishment in 2012, The Future Customer has developed international loyalty strategies in retail, media, mobile, energy and health. The company harnesses customer insight to grow brand affiliation and advocacy while improving marketing efficiency and profitability.Read more about the acquisition and ICF's customer loyalty products and services .About ICFICF (NASDAQ:ICFI) is a global consulting services company with over 5,000 specialized experts, but we are not your typical consultants. At ICF, business analysts and policy specialists work together with digital strategists, data scientists and creatives. We combine unmatched industry expertise with cutting-edge engagement capabilities to help organizations solve their most complex challenges. Since 1969, public and private sector clients have worked with ICF to navigate change and shape the future. Learn more at icf.com .Contact: Lauren Dyke, lauren.dyke@ICF.com , +1.571.373.5577View original content with multimedia: http://www.prnewswire.com/news-releases/icf-completes-acquisition-of-the-future-customer-300576514.htmlSOURCE ICF International [/INST] \n"
ICF,COMP,IS_ON,NASDAQ,FOUND,26,"FAIRFAX, Va., Jan. 2, 2018 /PRNewswire/ -- ICF (NASDAQ: ICFI), the global consulting and digital services provider, announced today that it has completed the acquisition of London-based The Future Customer Limited, a leading boutique loyalty strategy and marketing company. The acquisition extends ICF Olson's successful loyalty business to Europe.The Future Customer's leadership team includes the originators of Tesco Clubcard, one of the U.K.'s most successful retail loyalty program. Since its establishment in 2012, The Future Customer has developed international loyalty strategies in retail, media, mobile, energy and health. The company harnesses customer insight to grow brand affiliation and advocacy while improving marketing efficiency and profitability.Read more about the acquisition and ICF's customer loyalty products and services .About ICFICF (NASDAQ:ICFI) is a global consulting services company with over 5,000 specialized experts, but we are not your typical consultants. At ICF, business analysts and policy specialists work together with digital strategists, data scientists and creatives. We combine unmatched industry expertise with cutting-edge engagement capabilities to help organizations solve their most complex challenges. Since 1969, public and private sector clients have worked with ICF to navigate change and shape the future. Learn more at icf.com .Contact: Lauren Dyke, lauren.dyke@ICF.com , +1.571.373.5577View original content with multimedia: http://www.prnewswire.com/news-releases/icf-completes-acquisition-of-the-future-customer-300576514.htmlSOURCE ICF International [/INST] \n"
The Future Customer,COMP,Improve,Marketing Efficiency,CONCEPT,26,"FAIRFAX, Va., Jan. 2, 2018 /PRNewswire/ -- ICF (NASDAQ: ICFI), the global consulting and digital services provider, announced today that it has completed the acquisition of London-based The Future Customer Limited, a leading boutique loyalty strategy and marketing company. The acquisition extends ICF Olson's successful loyalty business to Europe.The Future Customer's leadership team includes the originators of Tesco Clubcard, one of the U.K.'s most successful retail loyalty program. Since its establishment in 2012, The Future Customer has developed international loyalty strategies in retail, media, mobile, energy and health. The company harnesses customer insight to grow brand affiliation and advocacy while improving marketing efficiency and profitability.Read more about the acquisition and ICF's customer loyalty products and services .About ICFICF (NASDAQ:ICFI) is a global consulting services company with over 5,000 specialized experts, but we are not your typical consultants. At ICF, business analysts and policy specialists work together with digital strategists, data scientists and creatives. We combine unmatched industry expertise with cutting-edge engagement capabilities to help organizations solve their most complex challenges. Since 1969, public and private sector clients have worked with ICF to navigate change and shape the future. Learn more at icf.com .Contact: Lauren Dyke, lauren.dyke@ICF.com , +1.571.373.5577View original content with multimedia: http://www.prnewswire.com/news-releases/icf-completes-acquisition-of-the-future-customer-300576514.htmlSOURCE ICF International [/INST] \n"
Younes,PERSON,Lives_In,Mashhad,GPE,28,"The call to protest came through a group channel on the smartphone app Telegram. Younes, a 42-year-old accountant at a saffron-importing company, like most of the group’s thousand or so members, had lost his savings when a financial firm promising huge returns went bankrupt amid bad investments and corruption.Younes, who lives in Iran’s northeastern city of Mashhad, had used all his funds and borrowed from his employer to invest about $20,000. The firm was offering returns of up to 27%, up to 15 percentage points higher than...   [/INST] \n"
Younes,PERSON,Works_At,Saffron-Importing Company,COMP,28,"The call to protest came through a group channel on the smartphone app Telegram. Younes, a 42-year-old accountant at a saffron-importing company, like most of the group’s thousand or so members, had lost his savings when a financial firm promising huge returns went bankrupt amid bad investments and corruption.Younes, who lives in Iran’s northeastern city of Mashhad, had used all his funds and borrowed from his employer to invest about $20,000. The firm was offering returns of up to 27%, up to 15 percentage points higher than...   [/INST] \n"
Younes,PERSON,Invests_In,"$20,000",FIN_INSTRUMENT,28,"The call to protest came through a group channel on the smartphone app Telegram. Younes, a 42-year-old accountant at a saffron-importing company, like most of the group’s thousand or so members, had lost his savings when a financial firm promising huge returns went bankrupt amid bad investments and corruption.Younes, who lives in Iran’s northeastern city of Mashhad, had used all his funds and borrowed from his employer to invest about $20,000. The firm was offering returns of up to 27%, up to 15 percentage points higher than...   [/INST] \n"
Financial Firm,COMP,Went_Bankrupt,Bad Investments and Corruption,CONCEPT,28,"The call to protest came through a group channel on the smartphone app Telegram. Younes, a 42-year-old accountant at a saffron-importing company, like most of the group’s thousand or so members, had lost his savings when a financial firm promising huge returns went bankrupt amid bad investments and corruption.Younes, who lives in Iran’s northeastern city of Mashhad, had used all his funds and borrowed from his employer to invest about $20,000. The firm was offering returns of up to 27%, up to 15 percentage points higher than...   [/INST] \n"
Financial Firm,COMP,Offer,27% Returns,ECON_INDICATOR,28,"The call to protest came through a group channel on the smartphone app Telegram. Younes, a 42-year-old accountant at a saffron-importing company, like most of the group’s thousand or so members, had lost his savings when a financial firm promising huge returns went bankrupt amid bad investments and corruption.Younes, who lives in Iran’s northeastern city of Mashhad, had used all his funds and borrowed from his employer to invest about $20,000. The firm was offering returns of up to 27%, up to 15 percentage points higher than...   [/INST] \n"
Tcf Financial Corp,COMP,Announce,Common Stock Dividend Increase (100%),FIN_INSTRUMENT,30, 52 PM / Updated 9 minutes ago BRIEF-TCF Announces 100 Pct Common Stock Dividend Increase Reuters Staff Jan 30 (Reuters) - Tcf Financial Corp: * TCF ANNOUNCES 100 PERCENT COMMON STOCK DIVIDEND INCREASE AND REDEMPTION OF SERIES B PREFERRED STOCK * TCF FINANCIAL SAYS DECLARED QUARTERLY CASH DIVIDEND ON COMMON STOCK IN AMOUNT OF $0.15/SHARE Source text for Eikon: Further company coverage: [/INST] \n
Tcf Financial Corp,COMP,Redeem,Series B Preferred Stock,FIN_INSTRUMENT,30, 52 PM / Updated 9 minutes ago BRIEF-TCF Announces 100 Pct Common Stock Dividend Increase Reuters Staff Jan 30 (Reuters) - Tcf Financial Corp: * TCF ANNOUNCES 100 PERCENT COMMON STOCK DIVIDEND INCREASE AND REDEMPTION OF SERIES B PREFERRED STOCK * TCF FINANCIAL SAYS DECLARED QUARTERLY CASH DIVIDEND ON COMMON STOCK IN AMOUNT OF $0.15/SHARE Source text for Eikon: Further company coverage: [/INST] \n
Switzerland,GPE,Set_Up,Crypto Currency Task Force,ORG,35,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n"
FINMA,ORGREG,Investigate,ICOs,CONCEPT,35,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n"
Swiss State Secretariat for International Financial Matters,ORGGOV,Establish,Crypto Currency Regulations,ORG,35,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n"
Bitcoin,FIN_INSTRUMENT,Fall,20 Percent,ECON_INDICATOR,35,"January 18, 2018 / 1:45 PM / in 15 minutes Swiss task force to look into blockchain oversight Reuters Staff 2 Min Read ZURICH (Reuters) - Switzerland has set up a working group to look into oversight of blockchain technology and initial coin offerings (ICOs) and report back to the government by the end of this year. The move comes as authorities cast a sharper eye on new such crowdfunding methods, which has let digital currency entrepreneurs raise millions quickly by creating and selling digital tokens. Financial watchdog FINMA last year began investigating a number of ICOs for possible breaches of Swiss law, spelling greater regulatory oversight of some of the most prominent blockchain projects in “Crypto Valley”. But the inter-agency working group will take a broader approach, looking at what supervision might be needed. The Finance Ministry said on Thursday that State Secretariat for International Financial Matters established the task force that will also include FINMA and the Federal Office of Justice. “The aim of this work is to increase legal certainty, maintain the integrity of the financial center and ensure technology-neutral regulation. This clarification of the regulatory framework should help to ensure that Switzerland remains an attractive location in this area,” the ministry statement said. Bitcoin, the world’s biggest and best-know cryptocurrency, fell as much as 20 percent on Wednesday, while other cryptocurrencies took similar spills due to investor fears that regulators could clamp down on them in an effort to curb speculation. Reporting by Michael Shields; Editing by Alison Williams [/INST] \n"
Evie DoCouto,PERSON,Appointed,chair of the Canadian Society of Professionals in Disability Management,ORG,36,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n"
Evie DoCouto,PERSON,Promote,CDMP and CRTWC,CONCEPT,36,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n"
NIDMAR,ORG,Administer,CDMP and CRTWC,CONCEPT,36,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n"
WSIB,ORG,Create,Return to Work Strategy,CONCEPT,36,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n"
WSIB,ORG,Impact,Return to Work Outcomes (92 Percent Success Rate),CONCEPT,36,"New chair partners with NIDMAR to tackle increasing case complexityPORT ALBERNI, British Columbia--(BUSINESS WIRE)-- Vice President Evie DoCouto, head of the Return to Work Program at Ontario’s Workplace Safety and Insurance Board (WSIB), has been appointed chair of the Canadian Society of Professionals in Disability Management. In this role, she also serves as chair of the Canadian Certification Council, which awards certificates in disability management (DM) under the auspices of the International Disability Management Standards Council (IDMSC) ─ a standard of excellence in the DM field comparable to ISO certification in other sectors.The professional designations of Certified Disability Management Professional (CDMP) and Certified Return to Work Coordinator (CRTWC) are administered in Canada by the National Institute of Disability Management and Research (NIDMAR).“As chair, a first step will be to provide strategic direction to re-establish the Society through recruitment of the board,” Ms. DoCouto explains, adding, “I’ll be working very closely with NIDMAR to entrench the curriculum more closely with what we do at the WSIB, and to promote the CDMP and CRTWC designations in Ontario, Canada, and internationally.”Members of the Canadian Society of Professionals in Disability Managements achieve certification through a combination of academic course work and real-life work experience. Similarly, Ms. DoCouto earned her academic credentials while continuing a 27-year career with the WSIB. She holds both a Master of Science from the University of Toronto and an MBA from Washington State University.Currently, Ms. DoCouto and the staff of 380 employees in the WSIB’s Return to Work Program have achieved a 92 percent success rate in getting people back on the job with no wage loss within one year of being injured.However, she notes, “The world of work is changing around us. The nature of cases 10 years ago looked much different than they do today. Mental health cases are on the rise. Minimum wage legislation has an impact, as do demographics, immigration, and an aging work force. All these things create case complexity and people under these circumstances are more vulnerable.”In response, the WSIB has created a renewed return to work strategy that will be part of a new customer-centric service model, a key pillar of which is a strengthened, professional work force, ultimately leading to more employees gaining CDMP and CRTWC certification to aid them in handling complex cases.“We will support all our return to work specialists in achieving the CDMP designation. As a result, our employees are feeling empowered that they will now have a stronger voice than they’ve had in the past to impact return to work outcomes,” stresses Ms. DoCouto. “Through my role as chair of the Society of Professionals in Disability Management, I hope to encourage other organizations to have their staff attain the designation as well.”View source version on businesswire.com : http://www.businesswire.com/news/home/20180131005499/en/For more information:Wolfgang Zimmermann, 778 421-0821, Ext. 202Executive Director, NIDMARwolfgang@nidmar.cawww.nidmar.caorEvie DoCouto, 416 344-4894Vice President, Return to Work Program, WSIBChair, Canadian Society of Professionals in Disability ManagementEvie_DoCouto@wsib.on.caSource: Canadian Society of Professionals in Disability Management [/INST] \n"
General Motors,COMP,Introduce,high-margin pickup trucks (2019),PRODUCT,37,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n"
General Motors,COMP,Hits,U.S. market (2019),GPE,37,"GM sees flat 2018 earnings Wednesday, January 17, 2018 - 01:18 General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.   General Motors shares rose the company said 2018 earnings will be largely flat compared with 2017 and forecast higher profits in 2019 when its revamped line of high-margin pickup trucks hits the U.S. market. Aleksandra Michalska reports.  //reut.rs/2DipPI5 [/INST] \n"
