idx,subject,subject_type,relation,object,object_type,input,wiki_page
19,Federal Law,CONCEPT,Control,Service Animals,CONCEPT,"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",
22,First Merchants Corporation,COMP,Announce,Financial Results,EVENT,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,First Merchants Corporation,COMP,Announce,Earnings Call,EVENT,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,First Merchants Corporation,COMP,Operate_In,Indiana,GPE,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,First Merchants Corporation,COMP,Has,First Merchants Bank,COMP,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,First Merchants Bank,COMP,Has,Lafayette Bank,COMP,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,First Merchants Corporation,COMP,Is_Member_Of,NASDAQ,FIN_INSTRUMENT,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
22,David Ortega,PERSON,Is_Member_Of,First Merchants Corporation,COMP,"MUNCIE, Ind., Jan. 04, 2018 (GLOBE NEWSWIRE) -- First Merchants Corporation (Nasdaq:FRME) will report fourth quarter 2017 financial results on January 25, 2018. The Corporation will host a fourth quarter 2017 earnings conference call and web cast at 2:30 p.m. (ET) on Thursday, January 25, 2018. To participate, dial (Toll Free) 877-507-0578 and reference First Merchants Corporation’s fourth quarter earnings release. International callers please call +1 412-317-1073.To access a replay of the call, US participants should dial (Toll Free) 877-344-7529 or for International participants, dial +1 412-317-0088. The replay access code is 10114961.In order to view the web cast and presentation slides, please go to http://services.choruscall.com/links/frme180125.html during the time of the call. A replay of the webcast will be available until January 25, 2019.About First Merchants CorporationFirst Merchants Corporation is a financial holding company headquartered in Muncie, Indiana. The Corporation has one full-service bank charter, First Merchants Bank. The Bank also operates as Lafayette Bank & Trust and First Merchants Private Wealth Advisors (each as a division of First Merchants Bank).First Merchants Corporation’s common stock is traded on the NASDAQ Global Select Market System under the symbol FRME. Quotations are carried in daily newspapers and can be found on the company’s Internet web page ( http://www.firstmerchants.com ).FIRST MERCHANTS and the Shield Logo are federally registered trademarks of First Merchants Corporation.For more information, contact:David L. Ortega, First Vice President/Director of Investor Relations765-378-8937http://www.firstmerchants.com/SOURCE: First Merchants Corporation, Muncie, IndianaSource:First Merchants Corporation [/INST] \n",
23,Johnny Cash,PERSON,Produce,At Folsom Prison,PRODUCT,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,Johnny Cash,PERSON,Is_Member_Of,Christianity,CONCEPT,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,At Folsom Prison,PRODUCT,Impact,Popular Music,CONCEPT,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,Johnny Cash,PERSON,Relate_To,Outlaw Image,CONCEPT,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,Johnny Cash,PERSON,Relate_To,Christian Beliefs,CONCEPT,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
23,Johnny Cash,PERSON,Relate_To,"Dyess, Ark.",GPE,"Johnny Cash recorded “At Folsom Prison” 50 years ago, on Jan. 13, 1968. The live album transcended the usual categories of popular music and ultimately sold more than three million copies. Cash’s willingness to play for a crowd of convicts fit with his outlaw image, but the venue choice reveals something crucial about his Christian beliefs.Raised in Dyess, Ark., Cash became a Christian in 1944, when he was 12. Throughout his life, he showed an ardent desire to live according to the Gospels. But Cash was no paragon of Christian...  [/INST] \n",
33,Grace Ng,PERSON,Is_Member_Of,JPMorgan,COMP,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,Inflation,ECON_INDICATOR,Decrease,China,GPE,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
33,GDP,ECON_INDICATOR,Raise,China,GPE,"China's inflation outlook should slow slightly in 2018 on a high base effect 16 Hours Ago Grace Ng of JPMorgan says inflation in China will slow slightly in 2018, but GDP could do better than earlier expected. [/INST] \n",
