idx,subject,subject_type,relation,object,input,object_type,wiki_page
14,Amazon,COMP,Impact,World,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",GPE,
14,Daniel Ives,PERSON,Raise,Noise,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",CONCEPT,
14,Daniel Ives,PERSON,Raise,Real Threat,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",CONCEPT,
14,Amazon,COMP,Negative_Impact_On,Retailers,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",ORG,
14,Amazon,COMP,Negative_Impact_On,Retail Landscape,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",CONCEPT,
14,Amazon,COMP,Negative_Impact_On,World,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",GPE,
14,Amazon,COMP,Impact,Crosshairs,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",CONCEPT,
14,Amazon,COMP,Operate_In,Technology Sector,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",SECTOR,
14,Amazon,COMP,Impact,Traditional Brick-and-Mortar Retailers,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",ORG,
14,Amazon,COMP,Impact,Retail Landscape,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",CONCEPT,
14,Amazon,COMP,Impact,World,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",GPE,
14,Amazon,COMP,Impact,U.S. Postal Service,"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",ORGGOV,
16,Mario Carlino,PERSON,Operate_In,Divina Ristorante,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",ORG,
16,Mario Carlino,PERSON,Has,native of Calabria,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",GPE,
16,Divina Ristorante,ORG,Located_In,"Caldwell, N.J.","I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",GPE,
16,Mario Carlino,PERSON,Likes,Chablis,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",WINE,
16,Mario Carlino,PERSON,Likes,Domaine Huet,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",WINE,
16,Mario Carlino,PERSON,Dislikes,inexpensive Barolo,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",WINE,
16,Mario Carlino,PERSON,Likes,Amarone,"I DON’T KNOW many chefs who care as much about wine as they do about food. Mario Carlino, a native of Calabria and the chef-owner of Divina Ristorante in Caldwell, N.J., is one of the few. Most of the time, our taste in wine intersects. We both love Chablis and Domaine Huet (a top Vouvray producer), and both look skeptically on inexpensive Barolo. (“You can’t get a good Barolo for under $40!” I’ve heard Mario declare.) But our tastes diverge when it comes to Amarone, the noble red of Italy’s Veneto region. It’s one of Mario’s favorites but not one of mine. I’ve always found Amarone hard to pair with food.A...  [/INST] \n",WINE,
17,Lendingtree Inc,COMP,Operate_In,Finance Sector,"Jan 24 (Reuters) - Lendingtree Inc:* BAILLIE GIFFORD & CO REPORTS 5.84 PERCENT PASSIVE STAKE IN LENDINGTREE INC AS OF DEC. 31, 2017 - SEC FILING Source text - ( bit.ly/2DAdz5U ) Further company coverage:  [/INST] \n",SECTOR,
17,Baillie Gifford & Co,ORG,Invests_In,Lendingtree Inc,"Jan 24 (Reuters) - Lendingtree Inc:* BAILLIE GIFFORD & CO REPORTS 5.84 PERCENT PASSIVE STAKE IN LENDINGTREE INC AS OF DEC. 31, 2017 - SEC FILING Source text - ( bit.ly/2DAdz5U ) Further company coverage:  [/INST] \n",COMP,
19,Delta Air Lines,ORG,Announce,new requirements,"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",CONCEPT,
19,Delta Air Lines,ORG,Operate_In,Airline Industry,"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",SECTOR,
19,new requirements,CONCEPT,Impact_On,passengers traveling with onboard service and emotional support animals,"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",PERSON,
